,name,Length Of Movie (minute),year,idbm_year,gender_director,director_1,writer_1,writer_2,writer_3,star_1,star_2,star_3,genre_1,genre_2,genre_3,rating
7365,Black Panther,134.0,2018,2018,1,Ryan Coogler,Ryan Coogler,Joe Robert Cole,Stan Lee,Chadwick Boseman,Michael B. Jordan,Lupita Nyong'o,Action,Adventure,Sci-Fi,7.3
7366,Avengers: Infinity War,149.0,2018,2018,1,Anthony Russo,Christopher Markus,Stephen McFeely,Stan Lee,Robert Downey Jr.,Chris Hemsworth,Mark Ruffalo,Action,Adventure,Sci-Fi,8.4
7367,Incredibles 2,118.0,2018,2018,1,Brad Bird,Brad Bird,,,Craig T. Nelson,Holly Hunter,Sarah Vowell,Animation,Action,Adventure,7.6
7368,Jurassic World: Fallen Kingdom,128.0,2018,2018,1,J.A. Bayona,Derek Connolly,Colin Trevorrow,Michael Crichton,Chris Pratt,Bryce Dallas Howard,Rafe Spall,Action,Adventure,Sci-Fi,6.2
7369,Aquaman,143.0,2018,2018,1,James Wan,David Leslie Johnson-McGoldrick,Will Beall,Geoff Johns,Jason Momoa,Amber Heard,Willem Dafoe,Action,Adventure,Fantasy,6.9
7370,Deadpool 2,119.0,2018,2018,1,David Leitch,Rhett Reese,Paul Wernick,Ryan Reynolds,Ryan Reynolds,Josh Brolin,Morena Baccarin,Action,Adventure,Comedy,7.7
7371,Mission: Impossible - Fallout,147.0,2018,2018,1,Christopher McQuarrie,Bruce Geller,Christopher McQuarrie,,Tom Cruise,Henry Cavill,Ving Rhames,Action,Adventure,Thriller,7.7
7372,Ant-Man and the Wasp,118.0,2018,2018,1,Peyton Reed,Chris McKenna,Erik Sommers,Paul Rudd,Paul Rudd,Evangeline Lilly,Michael Peña,Action,Adventure,Comedy,7.0
7373,Bohemian Rhapsody,134.0,2018,2018,1,Bryan Singer,Anthony McCarten,Peter Morgan,,Rami Malek,Lucy Boynton,Gwilym Lee,Biography,Drama,Music,7.9
7374,Insidious: The Last Key,103.0,2018,2018,1,Adam Robitel,Leigh Whannell,,,Lin Shaye,Leigh Whannell,Angus Sampson,Horror,Mystery,Thriller,5.7
7375,The Commuter,104.0,2018,2018,1,Jaume Collet-Serra,Byron Willinger,Philip de Blasi,Ryan Engle,Liam Neeson,Vera Farmiga,Patrick Wilson,Action,Mystery,Thriller,6.3
7376,Proud Mary,89.0,2018,2018,1,Babak Najafi,John Stuart Newman,Christian Swegal,Steve Antin,Taraji P. Henson,Billy Brown,Jahi Di'Allo Winston,Action,Crime,Drama,5.0
7377,Acts of Violence,86.0,2018,2018,1,Brett Donowho,Nicolas Aaron Mezzanatto,,,Bruce Willis,Cole Hauser,Shawn Ashmore,Action,Crime,,5.3
7378,12 Strong,130.0,2018,2018,1,Nicolai Fuglsig,Ted Tally,Peter Craig,Doug Stanton,Chris Hemsworth,Michael Shannon,Michael Peña,Action,Drama,History,6.6
7379,Den of Thieves,140.0,2018,2018,1,Christian Gudegast,Christian Gudegast,Paul T. Scheuring,,Gerard Butler,Pablo Schreiber,O'Shea Jackson Jr.,Action,Crime,Drama,7.0
7380,Forever My Girl,108.0,2018,2018,1,Bethany Ashton Wolf,Bethany Ashton Wolf,Heidi McLaughlin,,Alex Roe,Jessica Rothe,Abby Ryder Fortson,Comedy,Drama,Music,6.7
7381,Maze Runner: The Death Cure,143.0,2018,2018,1,Wes Ball,T.S. Nowlin,James Dashner,,Dylan O'Brien,Ki Hong Lee,Kaya Scodelario,Action,Adventure,Sci-Fi,6.3
7382,Winchester,99.0,2018,2018,1,Michael Spierig,Tom Vaughan,Michael Spierig,Peter Spierig,Helen Mirren,Sarah Snook,Finn Scicluna-O'Prey,Drama,Fantasy,Horror,5.5
7383,Armed,118.0,2018,2018,1,Mario Van Peebles,Mario Van Peebles,,,William Fichtner,Ryan Guzman,Laz Alonso,Action,Thriller,,3.4
7384,The Cloverfield Paradox,102.0,2018,2018,1,Julius Onah,Oren Uziel,Doug Jung,,Gugu Mbatha-Raw,David Oyelowo,Daniel Brühl,Action,Horror,Sci-Fi,5.5
7385,Peter Rabbit,95.0,2018,2018,1,Will Gluck,Rob Lieber,Will Gluck,Beatrix Potter,James Corden,Fayssal Bazzi,Domhnall Gleeson,Animation,Adventure,Comedy,6.6
7386,Fifty Shades Freed,105.0,2018,2018,1,James Foley,Niall Leonard,E.L. James,,Dakota Johnson,Jamie Dornan,Eric Johnson,Drama,Romance,Thriller,4.5
7387,The 15:17 to Paris,94.0,2018,2018,1,Clint Eastwood,Dorothy Blyskal,Anthony Sadler,Alek Skarlatos,Alek Skarlatos,Anthony Sadler,Spencer Stone,Biography,Drama,Thriller,5.3
7388,La Boda de Valentina,107.0,2018,2018,1,Marco Polo Constandse,Beto Gómez,Santiago Limón,Issa López,Tony Dalton,Kate Vernon,Ryan Carnes,Comedy,Romance,,4.7
7389,Black Panther,134.0,2018,2018,1,Ryan Coogler,Ryan Coogler,Joe Robert Cole,Stan Lee,Chadwick Boseman,Michael B. Jordan,Lupita Nyong'o,Action,Adventure,Sci-Fi,7.3
7390,Early Man,89.0,2018,2018,1,Nick Park,Mark Burton,James Higginson,Nick Park,Eddie Redmayne,Tom Hiddleston,Maisie Williams,Animation,Adventure,Comedy,6.1
7391,Black '47,100.0,2018,2018,1,Lance Daly,P.J. Dillon,Pierce Ryan,Eugene O'Brien,Hugo Weaving,James Frecheville,Stephen Rea,Action,Drama,History,6.9
7392,Game Night,100.0,2018,2018,1,John Francis Daley,Mark Perez,,,Jason Bateman,Rachel McAdams,Kyle Chandler,Action,Comedy,Crime,6.9
7393,Annihilation,115.0,2018,2018,1,Alex Garland,Alex Garland,Jeff VanderMeer,,Natalie Portman,Jennifer Jason Leigh,Tessa Thompson,Adventure,Drama,Horror,6.8
7394,Every Day,97.0,2018,2018,1,Michael Sucsy,Jesse Andrews,David Levithan,,Angourie Rice,Justice Smith,Debby Ryan,Drama,Fantasy,Romance,6.5
7395,Red Sparrow,140.0,2018,2018,1,Francis Lawrence,Justin Haythe,Jason Matthews,,Jennifer Lawrence,Joel Edgerton,Matthias Schoenaerts,Action,Drama,Thriller,6.6
7396,Death Wish,107.0,2018,2018,1,Eli Roth,Joe Carnahan,Brian Garfield,Wendell Mayes,Bruce Willis,Vincent D'Onofrio,Elisabeth Shue,Action,Crime,Drama,6.3
7397,Pickings,103.0,2018,2018,1,Usher Morgan,Usher Morgan,,,Elyse Price,Reese Grande,Julie Reifers,Action,Crime,Drama,5.1
7398,A Wrinkle in Time,109.0,2018,2018,0,Ava DuVernay,Jennifer Lee,Jeff Stockwell,Madeleine L'Engle,Storm Reid,Oprah Winfrey,Reese Witherspoon,Adventure,Family,Fantasy,4.2
7399,Gringo,111.0,2018,2018,1,Nash Edgerton,Anthony Tambakis,Matthew Stone,,Joel Edgerton,Charlize Theron,David Oyelowo,Action,Comedy,Crime,6.1
7400,The Strangers: Prey at Night,85.0,2018,2018,1,Johannes Roberts,Bryan Bertino,Ben Ketai,,Christina Hendricks,Martin Henderson,Bailee Madison,Horror,,,5.2
7401,The Hurricane Heist,103.0,2018,2018,1,Rob Cohen,Scott Windhauser,Jeff Dixon,Anthony Fingleton,Toby Kebbell,Maggie Grace,Ryan Kwanten,Action,Adventure,Crime,5.1
7402,Tomb Raider,119.0,2018,2018,1,Roar Uthaug,Geneva Robertson-Dworet,Alastair Siddons,Evan Daugherty,Alicia Vikander,Dominic West,Walton Goggins,Action,Adventure,Fantasy,6.3
7403,I Can Only Imagine,110.0,2018,2018,1,Andrew Erwin,Bart Millard,Jon Erwin,Brent McCorkle,J. Michael Finley,Madeline Carroll,Dennis Quaid,Biography,Drama,Family,7.4
7404,7 Days in Entebbe,107.0,2018,2018,1,José Padilha,Gregory Burke,,,Batsheva Dance Company,Zina Zinchenko,Ben Schnetzer,Action,Drama,History,5.8
7405,Furlough,83.0,2018,2018,1,Laurie Collyer,Barry Strugatz,,,Melissa Leo,Tessa Thompson,Edgar Ramírez,Comedy,Drama,,5.5
7406,Josie,100.0,2018,2018,1,Eric England,Anthony Ragnone II,,,Sophie Turner,Daeg Faerch,Dylan McDermott,Drama,Thriller,,5.2
7407,Pacific Rim: Uprising,111.0,2018,2018,1,Steven S. DeKnight,Steven S. DeKnight,Emily Carmichael,Kira Snyder,John Boyega,Scott Eastwood,Cailee Spaeny,Action,Adventure,Sci-Fi,5.6
7408,Isle of Dogs,101.0,2018,2018,1,Wes Anderson,Wes Anderson,Roman Coppola,Jason Schwartzman,Bryan Cranston,Koyu Rankin,Edward Norton,Animation,Adventure,Comedy,7.8
7409,Sherlock Gnomes,86.0,2018,2018,1,John Stevenson,Ben Zazove,Andy Riley,Kevin Cecil,Johnny Depp,James McAvoy,Emily Blunt,Animation,Adventure,Comedy,5.2
7410,Unsane,98.0,2018,2018,1,Steven Soderbergh,Jonathan Bernstein,James Greer,,Claire Foy,Joshua Leonard,Jay Pharoah,Drama,Horror,Mystery,6.4
7411,"Paul, Apostle of Christ",108.0,2018,2018,1,Andrew Hyatt,Terence Berden,Andrew Hyatt,,Jim Caviezel,James Faulkner,Olivier Martinez,Adventure,Biography,Drama,6.7
7412,Midnight Sun,91.0,2018,2018,1,Scott Speer,Kenji Bando,Eric Ramiro Kirsten,,Bella Thorne,Patrick Schwarzenegger,Rob Riggle,Drama,Romance,,6.6
7413,Ready Player One,140.0,2018,2018,1,Steven Spielberg,Zak Penn,Ernest Cline,,Tye Sheridan,Olivia Cooke,Ben Mendelsohn,Action,Adventure,Sci-Fi,7.4
7414,Tyler Perry's Acrimony,2.0,2018,2018,1,Tyler Perry,Tyler Perry,,,Taraji P. Henson,Lyriq Bent,Crystle Stewart,Thriller,,,5.9
7415,God's Not Dead: A Light in Darkness,105.0,2018,2018,1,Michael Mason,Michael Mason,Howard Klausner,,Megan Alexander,Adeeja Rochele Anderson,Carrlyn Bathe,Drama,,,4.5
7416,A Quiet Place,90.0,2018,2018,1,John Krasinski,Bryan Woods,Scott Beck,John Krasinski,Emily Blunt,John Krasinski,Millicent Simmonds,Drama,Horror,Sci-Fi,7.5
7417,Blockers,102.0,2018,2018,0,Kay Cannon,Brian Kehoe,Jim Kehoe,,Leslie Mann,John Cena,Ike Barinholtz,Comedy,,,6.2
7418,Pandas,1.0,2018,2018,1,David Douglas,Drew Fellman,,,Kristen Bell,Wen Lei Bi,Rong Hou,Documentary,Short,,7.4
7419,The Miracle Season,101.0,2018,2018,1,Sean McNamara,David Aaron Cohen,Elissa Matsueda,,Helen Hunt,Erin Moriarty,William Hurt,Drama,Sport,,6.5
7420,Beirut,110.0,2018,2018,1,Brad Anderson,Tony Gilroy,,,Jon Hamm,Jay Potter,Khalid Benchagra,Action,Crime,Drama,6.5
7421,Rampage,107.0,2018,2018,1,Brad Peyton,Ryan Engle,Carlton Cuse,Ryan J. Condal,Dwayne Johnson,Naomie Harris,Malin Akerman,Action,Adventure,Sci-Fi,6.1
7422,Sgt. Stubby: An American Hero,84.0,2018,2018,1,Richard Lanni,Richard Lanni,Mike Stokey,,Logan Lerman,Helena Bonham Carter,Gérard Depardieu,Animation,Adventure,Family,7.0
7423,I Feel Pretty,110.0,2018,2018,1,Abby Kohn,Abby Kohn,Marc Silverstein,,Amy Schumer,Michelle Williams,Emily Ratajkowski,Comedy,Romance,,5.6
7424,Super Troopers 2,100.0,2018,2018,1,Jay Chandrasekhar,Jay Chandrasekhar,Kevin Heffernan,Steve Lemme,Jay Chandrasekhar,Kevin Heffernan,Steve Lemme,Comedy,Crime,Mystery,6.1
7425,Avengers: Infinity War,149.0,2018,2018,1,Anthony Russo,Christopher Markus,Stephen McFeely,Stan Lee,Robert Downey Jr.,Chris Hemsworth,Mark Ruffalo,Action,Adventure,Sci-Fi,8.4
7426,Backstabbing for Beginners,108.0,2018,2018,1,Per Fly,Per Fly,Daniel Pyne,Michael Soussan,Theo James,Ben Kingsley,Belçim Bilgin,Drama,History,Romance,6.3
7427,Tully,95.0,2018,2018,1,Jason Reitman,Diablo Cody,,,Charlize Theron,Mackenzie Davis,Ron Livingston,Comedy,Drama,Mystery,7.0
7428,Bad Samaritan,110.0,2018,2018,1,Dean Devlin,Brandon Boyce,,,David Tennant,Robert Sheehan,Kerry Condon,Crime,Horror,Thriller,6.5
7429,Life of the Party,105.0,2018,2018,1,Ben Falcone,Melissa McCarthy,Ben Falcone,,Melissa McCarthy,Matt Walsh,Molly Gordon,Comedy,,,5.6
7430,Breaking In,88.0,2018,2018,1,James McTeigue,Ryan Engle,Jaime Primak Sullivan,,Gabrielle Union,Billy Burke,Richard Cabral,Action,Thriller,,5.5
7431,The Seagull,98.0,2018,2018,1,Michael Mayer,Anton Chekhov,Stephen Karam,,Annette Bening,Corey Stoll,Glenn Fleshler,Comedy,Drama,Romance,5.8
7432,Deadpool 2,119.0,2018,2018,1,David Leitch,Rhett Reese,Paul Wernick,Ryan Reynolds,Ryan Reynolds,Josh Brolin,Morena Baccarin,Action,Adventure,Comedy,7.7
7433,Book Club,104.0,2018,2018,1,Bill Holderman,Bill Holderman,Erin Simms,,Diane Keaton,Jane Fonda,Candice Bergen,Comedy,Drama,Romance,6.1
7434,Pope Francis: A Man of His Word,96.0,2018,2018,1,Wim Wenders,Wim Wenders,David Rosier,,Pope Francis,Ignazio Oliva,María Eufemia Goycoechea,Documentary,Biography,,6.4
7435,Show Dogs,92.0,2018,2018,1,Raja Gosnell,Max Botkin,Marc Hyman,,Will Arnett,Ludacris,Natasha Lyonne,Adventure,Comedy,Crime,3.9
7436,Solo: A Star Wars Story,135.0,2018,2018,1,Ron Howard,Jonathan Kasdan,Lawrence Kasdan,George Lucas,Alden Ehrenreich,Woody Harrelson,Emilia Clarke,Action,Adventure,Sci-Fi,6.9
7437,In Darkness,100.0,2018,2018,1,Anthony Byrne,Anthony Byrne,Natalie Dormer,,Natalie Dormer,Ed Skrein,Emily Ratajkowski,Mystery,Thriller,,5.8
7438,Future World,88.0,2018,2018,1,James Franco,Bruce Thierry Cheung,Jeremy Craig Cheung,Jay Davis,James Franco,Suki Waterhouse,Jeff Wahlberg,Action,Adventure,Sci-Fi,3.2
7439,Action Point,85.0,2018,2018,1,Tim Kirkby,John Altschuler,Dave Krinsky,Johnny Knoxville,Johnny Knoxville,Eleanor Worthington-Cox,Chris Pontius,Comedy,,,5.1
7440,Adrift,96.0,2018,2018,1,Baltasar Kormákur,Aaron Kandell,Jordan Kandell,David Branson Smith,Shailene Woodley,Sam Claflin,Jeffrey Thomas,Action,Adventure,Biography,6.6
7441,Upgrade,100.0,2018,2018,1,Leigh Whannell,Leigh Whannell,,,Logan Marshall-Green,Melanie Vallejo,Steve Danielsen,Action,Sci-Fi,Thriller,7.5
7442,American Animals,116.0,2018,2018,1,Bart Layton,Bart Layton,Jon Croker,Peter Straughan,Spencer Reinhard,Warren Lipka,Eric Borsuk,Biography,Crime,Drama,7.0
7443,Social Animals,90.0,2018,2018,1,Theresa Bennett,Theresa Bennett,,,Noël Wells,Ryan Darbonne,Jon Silberg,Comedy,,,5.3
7444,Ocean's 8,110.0,2018,2018,1,Gary Ross,Gary Ross,Olivia Milch,George Clayton Johnson,Sandra Bullock,Cate Blanchett,Anne Hathaway,Action,Comedy,Crime,6.3
7445,Hereditary,127.0,2018,2018,1,Ari Aster,Ari Aster,,,Toni Collette,Milly Shapiro,Gabriel Byrne,Drama,Horror,Mystery,7.3
7446,Hotel Artemis,94.0,2018,2018,1,Drew Pearce,Drew Pearce,,,Jodie Foster,Sofia Boutella,Dave Bautista,Action,Crime,Drama,6.1
7447,Incredibles 2,118.0,2018,2018,1,Brad Bird,Brad Bird,,,Craig T. Nelson,Holly Hunter,Sarah Vowell,Animation,Action,Adventure,7.6
7448,Tag,100.0,2018,2018,1,Jeff Tomsic,Rob McKittrick,Mark Steilen,Russell Adams,Jeremy Renner,Ed Helms,Jake Johnson,Action,Comedy,,6.5
7449,Gotti,112.0,2018,2018,1,Kevin Connolly,Leo Rossi,Lem Dobbs,,John Travolta,Spencer Rocco Lofranco,Kelly Preston,Biography,Crime,Drama,4.7
7450,Jurassic World: Fallen Kingdom,128.0,2018,2018,1,J.A. Bayona,Derek Connolly,Colin Trevorrow,Michael Crichton,Chris Pratt,Bryce Dallas Howard,Rafe Spall,Action,Adventure,Sci-Fi,6.2
7451,Boundaries,104.0,2018,2018,1,Shana Feste,Shana Feste,,,Vera Farmiga,Christopher Plummer,Lewis MacDougall,Comedy,Drama,,5.3
7452,Damsel,113.0,2018,2018,1,David Zellner,David Zellner,Nathan Zellner,,Robert Pattinson,Mia Wasikowska,David Zellner,Comedy,Drama,Western,5.5
7453,The Domestics,95.0,2018,2018,1,Mike P. Nelson,Mike P. Nelson,,,Kate Bosworth,Tyler Hoechlin,Sonoya Mizuno,Action,Horror,Sci-Fi,5.7
7454,Sicario: Day of the Soldado,122.0,2018,2018,1,Stefano Sollima,Taylor Sheridan,,,Benicio Del Toro,Josh Brolin,Isabela Merced,Action,Adventure,Crime,7.1
7455,Leave No Trace,109.0,2018,2018,0,Debra Granik,Debra Granik,Anne Rosellini,Peter Rock,Thomasin McKenzie,Ben Foster,Jeffery Rifflard,Adventure,Drama,,7.2
7456,Uncle Drew,103.0,2018,2018,1,Charles Stone III,Jay Longino,,,Kyrie Irving,Lil Rel Howery,Shaquille O'Neal,Comedy,Sport,,5.8
7457,The First Purge,97.0,2018,2018,1,Gerard McMurray,James DeMonaco,,,Y'lan Noel,Lex Scott Davis,Joivan Wade,Action,Horror,Sci-Fi,5.2
7458,Ant-Man and the Wasp,118.0,2018,2018,1,Peyton Reed,Chris McKenna,Erik Sommers,Paul Rudd,Paul Rudd,Evangeline Lilly,Michael Peña,Action,Adventure,Comedy,7.0
7459,Sorry to Bother You,112.0,2018,2018,1,Boots Riley,Boots Riley,,,LaKeith Stanfield,Tessa Thompson,Jermaine Fowler,Comedy,Drama,Fantasy,6.9
7460,Hotel Transylvania 3: Summer Vacation,97.0,2018,2018,1,Genndy Tartakovsky,Genndy Tartakovsky,Michael McCullers,,Adam Sandler,Andy Samberg,Selena Gomez,Animation,Adventure,Comedy,6.3
7461,Skyscraper,102.0,2018,2018,1,Rawson Marshall Thurber,Rawson Marshall Thurber,,,Dwayne Johnson,Neve Campbell,Chin Han,Action,Adventure,Thriller,5.8
7462,Eighth Grade,93.0,2018,2018,1,Bo Burnham,Bo Burnham,,,Elsie Fisher,Josh Hamilton,Emily Robinson,Comedy,Drama,,7.4
7463,"Don't Worry, He Won't Get Far on Foot",114.0,2018,2018,1,Gus Van Sant,John Callahan,Gus Van Sant,Jack Gibson,Joaquin Phoenix,Jonah Hill,Rooney Mara,Biography,Comedy,Drama,6.9
7464,Mamma Mia! Here We Go Again,114.0,2018,2018,1,Ol Parker,Ol Parker,Richard Curtis,Catherine Johnson,Lily James,Amanda Seyfried,Meryl Streep,Comedy,Musical,Romance,6.6
7465,The Equalizer 2,121.0,2018,2018,1,Antoine Fuqua,Richard Wenk,Michael Sloan,Richard Lindheim,Denzel Washington,Pedro Pascal,Ashton Sanders,Action,Crime,Thriller,6.7
7466,Unfriended: Dark Web,92.0,2018,2018,1,Stephen Susco,Stephen Susco,,,Colin Woodell,Stephanie Nogueras,Betty Gabriel,Horror,Mystery,Thriller,6.0
7467,Mission: Impossible – Fallout,147.0,2018,2018,1,Christopher McQuarrie,Bruce Geller,Christopher McQuarrie,,Tom Cruise,Henry Cavill,Ving Rhames,Action,Adventure,Thriller,7.7
7468,Teen Titans Go! To the Movies,84.0,2018,2018,0,Aaron Horvath,Michael Jelenic,Aaron Horvath,Jerry Siegel,Greg Cipes,Scott Menville,Khary Payton,Animation,Action,Adventure,6.8
7469,Detective Dee: The Four Heavenly Kings,132.0,2018,2018,1,Hark Tsui,Chia-Lu Chang,,,Carina Lau,Mark Chao,Ethan Juan,Action,Adventure,Drama,6.4
7470,Extinction,95.0,2018,2018,1,Ben Young,Spenser Cohen,Brad Kane,Eric Heisserer,Michael Peña,Lizzy Caplan,Amelia Crouch,Action,Drama,Sci-Fi,5.8
7471,Christopher Robin,104.0,2018,2018,1,Marc Forster,A.A. Milne,Ernest Shepard,Alex Ross Perry,Ewan McGregor,Hayley Atwell,Bronte Carmichael,Animation,Adventure,Comedy,7.3
7472,The Darkest Minds,104.0,2018,2018,0,Jennifer Yuh Nelson,Chad Hodge,Alexandra Bracken,,Amandla Stenberg,Mandy Moore,Bradley Whitford,Action,Adventure,Drama,5.7
7473,The Spy Who Dumped Me,117.0,2018,2018,0,Susanna Fogel,Susanna Fogel,David Iserson,,Justin Theroux,Blanka Györfi-Tóth,Vilma Szécsi,Action,Adventure,Comedy,6.1
7474,The Miseducation of Cameron Post,91.0,2018,2018,0,Desiree Akhavan,Desiree Akhavan,Cecilia Frugiuele,Emily M. Danforth,Chloë Grace Moretz,Steven Hauck,Quinn Shephard,Drama,,,6.6
7475,Never Goin' Back,85.0,2018,2018,1,Augustine Frizzell,Augustine Frizzell,,,Maia Mitchell,Camila Morrone,Liz Cardenas,Comedy,Crime,Drama,6.0
7476,Dog Days,113.0,2018,2018,1,Ken Marino,Elissa Matsueda,Erica Oyama,,Nina Dobrev,Vanessa Hudgens,Adam Pally,Comedy,Drama,Romance,6.3
7477,The Meg,113.0,2018,2018,1,Jon Turteltaub,Dean Georgaris,Jon Hoeber,Erich Hoeber,Jason Statham,Bingbing Li,Rainn Wilson,Action,Horror,Sci-Fi,5.6
7478,BlacKkKlansman,135.0,2018,2018,1,Spike Lee,Charlie Wachtel,David Rabinowitz,Kevin Willmott,John David Washington,Adam Driver,Laura Harrier,Biography,Comedy,Crime,7.5
7479,Slender Man,93.0,2018,2018,1,Sylvain White,David Birke,Victor Surge,,Joey King,Julia Goldani Telles,Jaz Sinclair,Horror,Mystery,Thriller,3.2
7480,Crazy Rich Asians,1.0,2018,2018,1,Jon M. Chu,Peter Chiarelli,Adele Lim,Kevin Kwan,Constance Wu,Henry Golding,Michelle Yeoh,Comedy,Drama,Romance,6.9
7481,Alpha,96.0,2018,2018,1,Albert Hughes,Daniele Sebastian Wiedenhaupt,Albert Hughes,,Kodi Smit-McPhee,Jóhannes Haukur Jóhannesson,Marcin Kowalczyk,Action,Adventure,Drama,6.7
7482,Mile 22,94.0,2018,2018,1,Peter Berg,Graham Roland,Lea Carpenter,,Mark Wahlberg,Lauren Cohan,Iko Uwais,Action,Thriller,,6.2
7483,Billionaire Boys Club,108.0,2018,2018,1,James Cox,James Cox,Captain Mauzner,,Ansel Elgort,Kevin Spacey,Taron Egerton,Biography,Drama,Thriller,5.6
7484,"Juliet, Naked",97.0,2018,2018,1,Jesse Peretz,Evgenia Peretz,Jim Taylor,Tamara Jenkins,Chris O'Dowd,Rose Byrne,Kitty O'Beirne,Comedy,Drama,Music,6.6
7485,Down a Dark Hall,96.0,2018,2018,1,Rodrigo Cortés,Michael Goldbach,Chris Sparling,Lois Duncan,AnnaSophia Robb,Uma Thurman,Isabelle Fuhrman,Drama,Fantasy,Horror,5.1
7486,To All the Boys I've Loved Before,99.0,2018,2018,0,Susan Johnson,Sofia Alvarez,Jenny Han,,Lana Condor,Noah Centineo,Janel Parrish,Comedy,Drama,Romance,7.1
7487,The Happytime Murders,91.0,2018,2018,1,Brian Henson,Todd Berger,Dee Austin Robertson,,Melissa McCarthy,Elizabeth Banks,Maya Rudolph,Action,Comedy,Crime,5.4
7488,Searching,102.0,2018,2018,1,Aneesh Chaganty,Aneesh Chaganty,Sev Ohanian,,John Cho,Debra Messing,Joseph Lee,Drama,Mystery,Thriller,7.6
7489,A.X.L.,100.0,2018,2018,1,Oliver Daly,Oliver Daly,,,Alex Neustaedter,Becky G,Alex MacNicoll,Action,Adventure,Drama,5.3
7490,Operation Finale,122.0,2018,2018,1,Chris Weitz,Matthew Orton,,,Oscar Isaac,Ben Kingsley,Mélanie Laurent,Biography,Drama,History,6.6
7491,The Little Stranger,111.0,2018,2018,1,Lenny Abrahamson,Lucinda Coxon,Sarah Waters,,Domhnall Gleeson,Will Poulter,Ruth Wilson,Drama,Horror,Mystery,5.5
7492,Destination Wedding,87.0,2018,2018,1,Victor Levin,Victor Levin,,,Winona Ryder,Keanu Reeves,DJ Dallenbach,Comedy,Drama,Romance,6.0
7493,The Nun,96.0,2018,2018,1,Corin Hardy,Gary Dauberman,James Wan,,Demián Bichir,Taissa Farmiga,Jonas Bloquet,Horror,Mystery,Thriller,5.3
7494,Peppermint,101.0,2018,2018,1,Pierre Morel,Chad St. John,,,Jennifer Garner,John Gallagher Jr.,John Ortiz,Action,Crime,Drama,6.5
7495,The Predator,107.0,2018,2018,1,Shane Black,Fred Dekker,Shane Black,Jim Thomas,Boyd Holbrook,Trevante Rhodes,Jacob Tremblay,Action,Adventure,Sci-Fi,5.3
7496,White Boy Rick,111.0,2018,2018,1,Yann Demange,Andy Weiss,Logan Miller,Noah Miller,Matthew McConaughey,Richie Merritt,Bel Powley,Crime,Drama,,6.5
7497,A Simple Favor,117.0,2018,2018,1,Paul Feig,Darcey Bell,Jessica Sharzer,,Anna Kendrick,Blake Lively,Henry Golding,Comedy,Crime,Mystery,6.8
7498,Unbroken: Path to Redemption,98.0,2018,2018,1,Harold Cronk,Richard Friedenberg,Ken Hixon,Laura Hillenbrand,Samuel Hunt,Merritt Patterson,Bobby Campo,Biography,Drama,History,5.9
7499,Hell House LLC II: The Abaddon Hotel,83.0,2018,2018,1,Stephen Cognetti,Stephen Cognetti,,,Vasile Flutur,Jillian Geurts,Joy Shatz,Horror,Mystery,,5.3
7500,The House with a Clock in Its Walls,105.0,2018,2018,1,Eli Roth,John Bellairs,Eric Kripke,,Jack Black,Cate Blanchett,Owen Vaccaro,Comedy,Family,Fantasy,6.1
7501,Life Itself,117.0,2018,2018,1,Dan Fogelman,Dan Fogelman,,,Oscar Isaac,Olivia Wilde,Annette Bening,Drama,Romance,,6.9
7502,The Sisters Brothers,122.0,2018,2018,1,Jacques Audiard,Jacques Audiard,Thomas Bidegain,Patrick DeWitt,John C. Reilly,Joaquin Phoenix,Jake Gyllenhaal,Crime,Drama,Western,6.9
7503,Assassination Nation,108.0,2018,2018,1,Sam Levinson,Sam Levinson,,,Odessa Young,Abra,Suki Waterhouse,Action,Comedy,Crime,6.0
7504,Colette,111.0,2018,2018,1,Wash Westmoreland,Richard Glatzer,Wash Westmoreland,Rebecca Lenkiewicz,Keira Knightley,Fiona Shaw,Dominic West,Biography,Drama,History,6.8
7505,Fahrenheit 11/9,128.0,2018,2018,1,Michael Moore,Michael Moore,,,Jim Acosta,Roger Ailes,Brooke Baldwin,Documentary,,,7.0
7506,My Hero Academia: Two Heroes,96.0,2018,2018,1,Kenji Nagasaki,Kôhei Horikoshi,Yôsuke Kuroda,Hitoshi Nagai,Daiki Yamashita,Kenta Miyake,Mirai Shida,Animation,Action,Adventure,7.5
7507,Smallfoot,96.0,2018,2018,1,Karey Kirkpatrick,Karey Kirkpatrick,Clare Sera,John Requa,Channing Tatum,James Corden,Zendaya,Animation,Adventure,Comedy,6.6
7508,Night School,111.0,2018,2018,1,Malcolm D. Lee,Kevin Hart,Harry Ratchford,Joey Wells,Kevin Hart,Tiffany Haddish,Rob Riggle,Comedy,,,5.6
7509,The Old Man & the Gun,93.0,2018,2018,1,David Lowery,David Lowery,David Grann,,Robert Redford,Casey Affleck,Sissy Spacek,Biography,Comedy,Crime,6.7
7510,Hell Fest,89.0,2018,2018,1,Gregory Plotkin,Seth M. Sherwood,Blair Butler,Akela Cooper,Cynthea Mercado,Stephen Conroy,Amy Forsyth,Horror,Thriller,,5.5
