,name,year,idbm_year,director,writers,star,rating,genre
10255,Wilson,2017,2017,Craig Johnson,Daniel Clowes,"Woody Harrelson,Sandra Lee-Oian Thomas,Shaun J. Brown",5.8,"Comedy,Drama"
10256,Victor,2017,2015,Brandon Dickerson,"Brandon Dickerson,Thomas Ward","Patrick Davis Alarcón,Lisa Vidal,Josh Pence",6.5,"Biography,Crime,Drama"
10257,Car Dogs,2017,2016,Adam Collis,Mark Edward King,"Octavia Spencer,Alessandra Torresani,Patrick J. Adams",5.1,"Comedy,Drama"
10258,Walk of Fame,2017,2017,Jesse Thomas,Jesse Thomas,"Scott Eastwood,Malcolm McDowell,Chris Kattan",3.2,Comedy
10259,The Marine 5: Battleground,2017,,James Nunn,"Edward McHenry,Rory McHenry","Mike 'The Miz' Mizanin,Maryse Mizanin,Heath Miller",5.1,"Action,Crime,Thriller"
10260,Ghost in the Shell,2017,2017,Rupert Sanders,"Shirow Masamune,Jamie Moss,William Wheeler","Scarlett Johansson,Pilou Asbæk,Takeshi Kitano",6.3,"Action,Crime,Drama"
10261,The Boss Baby,2017,2017,Tom McGrath,"Michael McCullers,Marla Frazee","Alec Baldwin,Steve Buscemi,Jimmy Kimmel",6.3,"Animation,Adventure,Comedy"
10262,The Zookeeper's Wife,2017,2017,Niki Caro,"Angela Workman,Diane Ackerman","Jessica Chastain,Johan Heldenbergh,Daniel Brühl",7.0,"Biography,Drama,History"
10263,The Blackcoat's Daughter,2017,2015,Oz Perkins,Oz Perkins,"Emma Roberts,Kiernan Shipka,Lucy Boynton",5.9,"Horror,Mystery,Thriller"
10264,The Discovery,2017,2017,Charlie McDowell,"Charlie McDowell,Justin Lader","Robert Redford,Mary Steenburgen,Brian McCarthy",6.3,"Drama,Romance,Sci-Fi"
10265,Carrie Pilby,2017,2016,Susan Johnson,"Kara Holden,Caren Lissner","Bel Powley,Nathan Lane,Scott Keiji Takeda",6.7,"Comedy,Drama"
10266,The Case for Christ,2017,2017,Jon Gunn,"Brian Bird,Lee Strobel","L. Scott Caldwell,Erika Christensen,Faye Dunaway",6.4,"Biography,Drama"
10267,Smurfs: The Lost Village,2017,2017,Kelly Asbury,"Stacey Harman,Pamela Ribon,Peyo","Demi Lovato,Rainn Wilson,Joe Manganiello",6.0,"Animation,Adventure,Comedy"
10268,Going in Style,2017,2017,Zach Braff,"Theodore Melfi,Edward Cannon","Michael Caine,Alan Arkin,Ann-Margret",6.6,"Comedy,Crime"
10269,Colossal,2017,2016,Nacho Vigalondo,Nacho Vigalondo,"Anne Hathaway,Jason Sudeikis,Austin Stowell",6.2,"Comedy,Drama,Fantasy"
10270,Gifted,2017,2017,Marc Webb,Tom Flynn,"Chris Evans,Mckenna Grace,Lindsay Duncan",7.6,Drama
10271,Aftermath,2017,2021,Peter Winther,"Dakota Gorman,Peter Winther","Ashley Greene,Shawn Ashmore,Jason Liles",5.3,"Drama,Horror,Mystery"
10272,The Fate of the Furious,2017,2017,F. Gary Gray,"Gary Scott Thompson,Chris Morgan","Vin Diesel,Jason Statham,Dwayne Johnson",6.6,"Action,Crime,Thriller"
10273,Spark,2017,2016,Aaron Woodley,"Aaron Woodley,Daniel Woo,Goran Delic","Jace Norman,Jessica Biel,Patrick Stewart",4.5,"Animation,Action,Adventure"
10274,The Lost City of Z,2017,2016,James Gray,"James Gray,David Grann","Charlie Hunnam,Robert Pattinson,Sienna Miller",6.6,"Adventure,Biography,Drama"
10275,My Entire High School Sinking Into the Sea,2017,2016,Dash Shaw,Dash Shaw,"Jason Schwartzman,Reggie Watts,Adam Lustick",6.1,"Animation,Action,Comedy"
10276,The Outcasts,2017,2017,Peter Hutchings,"Dominique Ferrari,Suzanne Wrubel","Victoria Justice,Eden Sher,Ashley Rickards",5.5,Comedy
10277,Born in China,2017,2019,,,,7.5,"Documentary,History"
10278,Unforgettable,2017,,,,,6.8,"Crime,Drama,Mystery"
10279,The Promise,2017,2016,Terry George,"Terry George,Robin Swicord","Oscar Isaac,Charlotte Le Bon,Christian Bale",6.0,"Action,Adventure,Drama"
10280,The Circle,2017,2017,James Ponsoldt,"James Ponsoldt,Dave Eggers","Emma Watson,Tom Hanks,John Boyega",5.4,"Drama,Sci-Fi,Thriller"
10281,How to Be a Latin Lover,2017,2017,Ken Marino,"Jon Zack,Chris Spain","Eugenio Derbez,Salma Hayek,Raphael Alejandro",6.0,"Comedy,Drama"
10282,Sleight,2017,2016,J.D. Dillard,"J.D. Dillard,Alex Theurer","Jacob Latimore,Seychelle Gabriel,Storm Reid",5.9,"Crime,Drama,Sci-Fi"
10283,Becoming Bond,2017,2017,Josh Greenbaum,Josh Greenbaum,"George Lazenby,Josh Lawson,Kassandra Clementi",7.5,"Documentary,Biography,Comedy"
10284,Guardians of the Galaxy Vol. 2,2017,2017,James Gunn,"James Gunn,Dan Abnett,Andy Lanning","Chris Pratt,Zoe Saldana,Dave Bautista",7.6,"Action,Adventure,Comedy"
10285,The Lovers,2017,1951,George Stevens,"Theodore Dreiser,Patrick Kearney,Michael Wilson","Montgomery Clift,Elizabeth Taylor,Shelley Winters",7.8,"Drama,Romance"
10286,3 Generations,2017,2015,Gaby Dellal,"Nikole Beckwith,Gaby Dellal","Naomi Watts,Elle Fanning,Susan Sarandon",6.0,Drama
10287,King Arthur: Legend of the Sword,2017,2017,Guy Ritchie,"Joby Harold,Guy Ritchie,Lionel Wigram","Charlie Hunnam,Astrid Bergès-Frisbey,Jude Law",6.7,"Action,Adventure,Drama"
10288,Snatched,2017,2017,Jonathan Levine,Katie Dippold,"Amy Schumer,Goldie Hawn,Kim Caramele",4.5,"Action,Adventure,Comedy"
10289,Lowriders,2017,2016,Ricardo de Montreuil,"Elgin James,Cheo Hodari Coker","Gabriel Chavarria,Demián Bichir,Theo Rossi",5.7,"Adventure,Crime,Drama"
10290,The Wall,2017,,,,,,
10291,Paris Can Wait,2017,2016,Eleanor Coppola,Eleanor Coppola,"Diane Lane,Arnaud Viard,Alec Baldwin",5.8,"Comedy,Drama,Romance"
10292,Alien: Covenant,2017,2017,Ridley Scott,"Dan O'Bannon,Ronald Shusett,Jack Paglen","Michael Fassbender,Katherine Waterston,Billy Crudup",6.4,"Horror,Sci-Fi,Thriller"
10293,Diary of a Wimpy Kid: The Long Haul,2017,2017,David Bowers,"Jeff Kinney,David Bowers","Jason Drucker,Alicia Silverstone,Tom Everett Scott",4.2,"Adventure,Comedy,Family"
10294,"Everything, Everything",2017,2017,Stella Meghie,"J. Mills Goodloe,Nicola Yoon","Amandla Stenberg,Nick Robinson,Anika Noni Rose",6.4,"Drama,Romance"
10295,Wakefield,2017,,,,,7.7,Mystery
10296,Baywatch,2017,2017,Seth Gordon,"Michael Berk,Douglas Schwartz,Gregory J. Bonann","Dwayne Johnson,Zac Efron,Alexandra Daddario",5.5,"Action,Comedy,Crime"
10297,Pirates of the Caribbean: Dead Men Tell No Tales,2017,2017,"Joachim Rønning,Espen Sandberg","Jeff Nathanson,Terry Rossio,Ted Elliott","Johnny Depp,Geoffrey Rush,Javier Bardem",6.5,"Action,Adventure,Fantasy"
10298,Buena Vista Social Club: Adios,2017,2017,,,,6.9,Documentary
10299,War Machine,2017,2017,David Michôd,"Michael Hastings,David Michôd","Brad Pitt,Daniel Betts,John Magaro",6.0,"Comedy,Drama,War"
10300,Wonder Woman,2017,2017,Patty Jenkins,"Allan Heinberg,Zack Snyder,Jason Fuchs","Gal Gadot,Chris Pine,Robin Wright",7.4,"Action,Adventure,Fantasy"
10301,Captain Underpants: The First Epic Movie,2017,2017,David Soren,"Nicholas Stoller,Dav Pilkey,David Soren","Kevin Hart,Thomas Middleditch,Ed Helms",6.2,"Animation,Action,Adventure"
10302,Dean,2017,,,,,,
10303,The Mummy,2017,1999,Stephen Sommers,"Stephen Sommers,Lloyd Fonvielle,Kevin Jarre","Brendan Fraser,Rachel Weisz,John Hannah",7.1,"Action,Adventure,Fantasy"
10304,It Comes at Night,2017,2017,Trey Edward Shults,Trey Edward Shults,"Joel Edgerton,Christopher Abbott,Carmen Ejogo",6.2,"Drama,Horror,Mystery"
10305,My Cousin Rachel,2017,2017,Roger Michell,"Roger Michell,Daphne Du Maurier","Rachel Weisz,Sam Claflin,Holliday Grainger",6.0,"Drama,Mystery,Romance"
10306,Megan Leavey,2017,2017,Gabriela Cowperthwaite,"Pamela Gray,Annie Mumolo,Tim Lovestedt","Kate Mara,Ramon Rodriguez,Tom Felton",7.1,"Action,Biography,Drama"
10307,Beatriz at Dinner,2017,2017,Miguel Arteta,Mike White,"Salma Hayek,John Lithgow,Connie Britton",6.0,"Comedy,Drama"
10308,Cars 3,2017,2017,Brian Fee,"Brian Fee,Ben Queen,Eyal Podell","Owen Wilson,Cristela Alonzo,Chris Cooper",6.7,"Animation,Adventure,Comedy"
10309,Rough Night,2017,2017,Lucia Aniello,"Lucia Aniello,Paul W. Downs","Scarlett Johansson,Kate McKinnon,Zoë Kravitz",5.2,Comedy
10310,All Eyez on Me,2017,2017,Benny Boom,"Jeremy Haft,Eddie Gonzalez,Steven Bagatourian","Demetrius Shipp Jr.,Danai Gurira,Kat Graham",5.9,"Biography,Drama,Music"
10311,47 Meters Down,2017,2017,Johannes Roberts,"Johannes Roberts,Ernest Riera","Mandy Moore,Claire Holt,Matthew Modine",5.7,"Adventure,Drama,Horror"
10312,The Book of Henry,2017,2017,Colin Trevorrow,Gregg Hurwitz,"Naomi Watts,Jaeden Martell,Jacob Tremblay",6.6,"Crime,Drama,Thriller"
10313,Transformers: The Last Knight,2017,2017,Michael Bay,"Art Marcum,Matt Holloway,Ken Nolan","Mark Wahlberg,Anthony Hopkins,Josh Duhamel",5.2,"Action,Adventure,Sci-Fi"
10314,The Beguiled,2017,2017,Sofia Coppola,"Sofia Coppola,Thomas Cullinan,Albert Maltz","Nicole Kidman,Kirsten Dunst,Elle Fanning",6.3,"Drama,Thriller,War"
10315,The Big Sick,2017,2017,Michael Showalter,"Emily V. Gordon,Kumail Nanjiani","Kumail Nanjiani,Zoe Kazan,Holly Hunter",7.5,"Comedy,Drama,Romance"
10316,The Bad Batch,2017,,,,,8.0,"Animation,Action,Adventure"
10317,Baby Driver,2017,2017,Edgar Wright,Edgar Wright,"Ansel Elgort,Jon Bernthal,Jon Hamm",7.6,"Action,Crime,Drama"
10318,Okja,2017,2017,Bong Joon Ho,"Bong Joon Ho,Jon Ronson","Tilda Swinton,Paul Dano,Seo-hyun Ahn",7.3,"Action,Adventure,Drama"
10319,Despicable Me 3,2017,2017,"Kyle Balda,Pierre Coffin,Eric Guillon","Cinco Paul,Ken Daurio","Steve Carell,Kristen Wiig,Trey Parker",6.3,"Animation,Adventure,Comedy"
10320,The House,2017,,,,,,"Animation,Comedy,Drama"
10321,The Little Hours,2017,2017,Jeff Baena,"Giovanni Boccaccio,Jeff Baena","Alison Brie,Dave Franco,Kate Micucci",5.8,"Comedy,Romance"
10322,Inconceivable,2017,2017,Jonathan Baker,Chloe King,"Gina Gershon,Nicky Whelan,Nicolas Cage",5.2,"Drama,Thriller"
10323,2:22,2017,2017,Paul Currie,"Todd Stein,Nathan Parker","Michiel Huisman,Teresa Palmer,Sam Reid",5.8,"Drama,Mystery,Romance"
10324,A Ghost Story,2017,2017,David Lowery,David Lowery,"Casey Affleck,Rooney Mara,McColm Cephas Jr.",6.9,"Drama,Fantasy,Romance"
10325,Spider-Man: Homecoming,2017,2017,Jon Watts,"Jonathan Goldstein,John Francis Daley,Jon Watts","Tom Holland,Michael Keaton,Robert Downey Jr.",7.4,"Action,Adventure,Sci-Fi"
10326,War for the Planet of the Apes,2017,2017,Matt Reeves,"Mark Bomback,Matt Reeves,Rick Jaffa","Andy Serkis,Woody Harrelson,Steve Zahn",7.4,"Action,Adventure,Drama"
10327,Wish Upon,2017,2017,John R. Leonetti,Barbara Marshall,"Joey King,Ryan Phillippe,Ki Hong Lee",5.0,"Drama,Fantasy,Horror"
10328,Dunkirk,2017,2017,Christopher Nolan,Christopher Nolan,"Fionn Whitehead,Barry Keoghan,Mark Rylance",7.8,"Action,Drama,History"
10329,Girls Trip,2017,2017,Malcolm D. Lee,"Erica Rivinoja,Kenya Barris,Tracy Oliver","Regina Hall,Queen Latifah,Jada Pinkett Smith",6.2,"Adventure,Comedy,Drama"
10330,First Kill,2017,2017,Steven C. Miller,Nick Gordon,"Bruce Willis,Hayden Christensen,Ty Shelton",5.0,"Action,Thriller"
10331,Atomic Blonde,2017,2017,David Leitch,"Kurt Johnstad,Antony Johnston,Sam Hart","Charlize Theron,James McAvoy,John Goodman",6.7,"Action,Thriller"
10332,The Emoji Movie,2017,2017,Tony Leondis,"Tony Leondis,Eric Siegel,Mike White","T.J. Miller,James Corden,Anna Faris",3.3,"Animation,Adventure,Comedy"
10333,An Inconvenient Sequel: Truth to Power,2017,2017,"Bonni Cohen,Jon Shenk",Al Gore,"Al Gore,Cory Booker,George W. Bush",6.4,Documentary
10334,Detroit,2017,2017,Kathryn Bigelow,Mark Boal,"John Boyega,Anthony Mackie,Algee Smith",7.3,"Crime,Drama,History"
10335,Brigsby Bear,2017,2017,Dave McCary,"Kevin Costello,Kyle Mooney","Kyle Mooney,Jorge Lendeborg Jr.,Matt Walsh",7.3,"Comedy,Drama"
10336,Menashe,2017,2017,Joshua Z Weinstein,"Alex Lipschultz,Musa Syeed,Joshua Z Weinstein","Menashe Lustig,Josh Alpert,Abraham Bresky",6.5,Drama
10337,The Dark Tower,2017,2017,Nikolaj Arcel,"Akiva Goldsman,Jeff Pinkner,Anders Thomas Jensen","Idris Elba,Matthew McConaughey,Tom Taylor",5.6,"Action,Adventure,Fantasy"
10338,Kidnap,2017,2017,Luis Prieto,Knate Lee,"Halle Berry,Sage Correa,Chris McGinn",5.9,"Action,Crime,Drama"
10339,Step,2017,,,,,8.0,"Crime,Drama,Mystery"
10340,Wind River,2017,2017,Taylor Sheridan,Taylor Sheridan,"Elizabeth Olsen,Jeremy Renner,Graham Greene",7.7,"Crime,Drama,Mystery"
10341,Armed Response,2017,2017,John Stockwell,Matt Savelloni,"Wesley Snipes,Anne Heche,Dave Annable",3.7,"Action,Horror,Thriller"
10342,Annabelle: Creation,2017,2017,David F. Sandberg,Gary Dauberman,"Anthony LaPaglia,Samara Lee,Miranda Otto",6.5,"Horror,Mystery,Thriller"
10343,The Glass Castle,2017,2017,Destin Daniel Cretton,"Destin Daniel Cretton,Andrew Lanham,Jeannette Walls","Brie Larson,Woody Harrelson,Naomi Watts",7.1,"Biography,Drama"
10344,The Nut Job 2: Nutty by Nature,2017,2017,Cal Brunker,"Scott Bindley,Cal Brunker,Bob Barlen","Will Arnett,Maya Rudolph,Bobby Cannavale",5.5,"Animation,Adventure,Comedy"
10345,Good Time,2017,2017,"Benny Safdie,Josh Safdie","Ronald Bronstein,Josh Safdie","Robert Pattinson,Benny Safdie,Jennifer Jason Leigh",7.4,"Crime,Drama,Thriller"
10346,Ingrid Goes West,2017,2017,Matt Spicer,"David Branson Smith,Matt Spicer","Aubrey Plaza,Elizabeth Olsen,O'Shea Jackson Jr.",6.6,"Comedy,Drama"
10347,The Only Living Boy in New York,2017,2017,Marc Webb,Allan Loeb,"Callum Turner,Kate Beckinsale,Pierce Brosnan",6.4,Drama
10348,The Hitman's Bodyguard,2017,2017,Patrick Hughes,Tom O'Connor,"Ryan Reynolds,Samuel L. Jackson,Gary Oldman",6.9,"Action,Comedy,Crime"
10349,Logan Lucky,2017,2017,Steven Soderbergh,Jules Asner,"Channing Tatum,Adam Driver,Daniel Craig",7.0,"Action,Comedy,Crime"
10350,Patti Cake$,2017,2017,Geremy Jasper,Geremy Jasper,"Danielle Macdonald,Sahr Ngaujah,Bridget Everett",6.8,"Drama,Music"
10351,Victor Crowley,2017,2017,Adam Green,Adam Green,"Parry Shen,Kane Hodder,Laura Ortiz",5.5,"Action,Comedy,Horror"
10352,All Saints,2017,,,,,7.1,Drama
10353,Served Like A Girl,2017,2017,Lysa Heslov,"Tchavdar Georgiev,Lysa Heslov","Nichole Alred,Jas Boothe,Rachel Engler",8.0,Documentary
10354,Beach Rats,2017,2017,Eliza Hittman,Eliza Hittman,"Harris Dickinson,Madeline Weinstein,Kate Hodge",6.4,Drama
10355,Film Stars Don't Die in Liverpool,2017,2017,Paul McGuigan,"Peter Turner,Matt Greenhalgh","Annette Bening,Jamie Bell,Kenneth Cranham",6.7,"Biography,Drama,Romance"
10356,Tulip Fever,2017,2017,Justin Chadwick,"Deborah Moggach,Tom Stoppard","Alicia Vikander,Dane DeHaan,Jack O'Connell",6.2,"Drama,History,Romance"
10357,Unlocked,2017,2017,Michael Apted,Peter O'Brien,"Noomi Rapace,Orlando Bloom,Toni Collette",6.3,"Action,Thriller"
10358,It,2017,2017,Andy Muschietti,"Chase Palmer,Cary Joji Fukunaga,Gary Dauberman","Bill Skarsgård,Jaeden Martell,Finn Wolfhard",7.3,Horror
10359,Home Again,2017,2017,Hallie Meyers-Shyer,Hallie Meyers-Shyer,"Reese Witherspoon,Michael Sheen,Candice Bergen",5.8,"Comedy,Drama,Romance"
10360,9/11,2017,2017,Martin Guigui,"Martin Guigui,Steven James Golebiowski,Patrick James Carson","Charlie Sheen,Gina Gershon,Whoopi Goldberg",4.3,Action
10361,The Good Catholic,2017,2017,Paul Shoulberg,Paul Shoulberg,"Zachary Spicer,Wrenn Schmidt,Danny Glover",5.3,"Comedy,Drama"
10362,Gun Shy,2017,2017,Simon West,"Mark Haskell Smith,Toby Davies","Antonio Banderas,Olga Kurylenko,Ben Cura",4.1,"Action,Comedy,Thriller"
10363,Fallen,2017,1998,Gregory Hoblit,Nicholas Kazan,"Denzel Washington,John Goodman,Donald Sutherland",7.0,"Action,Crime,Drama"
10364,American Assassin,2017,2017,Michael Cuesta,"Stephen Schiff,Michael Finch,Edward Zwick","Dylan O'Brien,Michael Keaton,Sanaa Lathan",6.2,"Action,Thriller"
10365,Mother!,2017,2017,Darren Aronofsky,Darren Aronofsky,"Jennifer Lawrence,Javier Bardem,Ed Harris",6.6,"Drama,Horror,Mystery"
10366,Brad's Status,2017,2017,Mike White,Mike White,"Ben Stiller,Austin Abrams,Jenna Fischer",6.5,"Comedy,Drama,Music"
10367,Kingsman: The Golden Circle,2017,2017,Matthew Vaughn,"Jane Goldman,Matthew Vaughn,Mark Millar","Taron Egerton,Colin Firth,Mark Strong",6.7,"Action,Adventure,Comedy"
10368,The Lego Ninjago Movie,2017,2017,"Charlie Bean,Paul Fisher,Bob Logan","Bob Logan,Paul Fisher,William Wheeler","Jackie Chan,Dave Franco,Fred Armisen",6.0,"Animation,Action,Adventure"
10369,Stronger,2017,2017,David Gordon Green,"John Pollono,Jeff Bauman,Bret Witter","Jake Gyllenhaal,Tatiana Maslany,Miranda Richardson",6.9,"Biography,Drama"
10370,Battle of the Sexes,2017,2017,"Jonathan Dayton,Valerie Faris",Simon Beaufoy,"Emma Stone,Steve Carell,Andrea Riseborough",6.7,"Biography,Comedy,Drama"
10371,Woodshock,2017,2017,"Kate Mulleavy,Laura Mulleavy","Kate Mulleavy,Laura Mulleavy","Kirsten Dunst,Joe Cole,Pilou Asbæk",4.3,"Drama,Fantasy,Horror"
10372,Victoria & Abdul,2017,2017,Stephen Frears,"Lee Hall,Shrabani Basu","Judi Dench,Ali Fazal,Tim Pigott-Smith",6.8,"Biography,Drama,History"
10373,(Romance) in the Digital Age,2017,2017,Jason Michael Brescia,Jason Michael Brescia,"Chris Warren,Lauren Pritchard,Lauren Moore",6.7,"Comedy,Music"
10374,Jeepers Creepers 3,2017,2017,Victor Salva,Victor Salva,"Stan Shaw,Gabrielle Haugh,Brandon Smith",3.9,Horror
10375,American Made,2017,2017,Doug Liman,Gary Spinelli,"Tom Cruise,Domhnall Gleeson,Sarah Wright",7.2,"Action,Comedy,Crime"
10376,Flatliners,2017,2017,Niels Arden Oplev,"Peter Filardi,Ben Ripley","Elliot Page,Diego Luna,Nina Dobrev",5.2,"Drama,Horror,Mystery"
10377,Mark Felt: The Man Who Brought Down the White House,2017,2017,Peter Landesman,"Mark Felt,John D. O'Connor,Peter Landesman","Liam Neeson,Diane Lane,Marton Csokas",6.4,"Biography,Drama,History"
10378,Blade Runner 2049,2017,2017,Denis Villeneuve,"Hampton Fancher,Michael Green,Philip K. Dick","Harrison Ford,Ryan Gosling,Ana de Armas",8.0,"Action,Drama,Mystery"
10379,The Mountain Between Us,2017,2017,Hany Abu-Assad,"Chris Weitz,J. Mills Goodloe,Charles Martin","Kate Winslet,Idris Elba,Beau Bridges",6.4,"Action,Adventure,Drama"
10380,My Little Pony: The Movie,2017,2017,"Jayson Thiessen,Lean Lagonera","Meghan McCarthy,Joe Ballarini,Rita Hsiao","Emily Blunt,Kristin Chenoweth,Liev Schreiber",6.2,"Animation,Adventure,Comedy"
10381,The Florida Project,2017,2017,Sean Baker,"Sean Baker,Chris Bergoch","Brooklynn Prince,Bria Vinaite,Willem Dafoe",7.6,Drama
10382,Brawl in Cell Block 99,2017,2017,S. Craig Zahler,S. Craig Zahler,"Vince Vaughn,Jennifer Carpenter,Don Johnson",7.2,"Action,Crime,Drama"
10383,Happy Death Day,2017,2017,Christopher Landon,Scott Lobdell,"Jessica Rothe,Israel Broussard,Ruby Modine",6.6,"Comedy,Horror,Mystery"
10384,Marshall,2017,2017,Reginald Hudlin,"Michael Koskoff,Jacob Koskoff","Chadwick Boseman,Josh Gad,Kate Hudson",7.3,"Biography,Crime,Drama"
10385,Breathe,2017,2017,Andy Serkis,William Nicholson,"Andrew Garfield,Claire Foy,Hugh Bonneville",7.2,"Biography,Drama,Romance"
10386,Goodbye Christopher Robin,2017,2017,Simon Curtis,"Frank Cottrell Boyce,Simon Vaughan","Domhnall Gleeson,Margot Robbie,Kelly Macdonald",7.1,"Biography,Drama,Family"
10387,Professor Marston and the Wonder Women,2017,2017,Angela Robinson,Angela Robinson,"Luke Evans,Rebecca Hall,Bella Heathcote",7.1,"Biography,Drama,History"
10388,Blood Money,2017,2021,,,,7.2,Thriller
10389,Geostorm,2017,2017,Dean Devlin,"Dean Devlin,Paul Guyot","Gerard Butler,Jim Sturgess,Abbie Cornish",5.3,"Action,Sci-Fi,Thriller"
10390,Only the Brave,2017,2017,Joseph Kosinski,"Sean Flynn,Ken Nolan,Eric Warren Singer","Josh Brolin,Miles Teller,Jeff Bridges",7.6,"Action,Biography,Drama"
10391,Boo 2! A Madea Halloween,2017,2017,Tyler Perry,"Tyler Perry,Brian Schulman","Tyler Perry,Cassi Davis,Patrice Lovely",3.9,"Comedy,Drama,Horror"
10392,Same Kind of Different as Me,2017,2017,Michael Carney,"Ron Hall,Denver Moore,Lynn Vincent","Greg Kinnear,Renée Zellweger,Djimon Hounsou",6.7,"Biography,Drama"
10393,Leatherface,2017,1974,Tobe Hooper,"Kim Henkel,Tobe Hooper","Marilyn Burns,Edwin Neal,Allen Danziger",7.5,Horror
10394,Wonderstruck,2017,2017,Todd Haynes,Brian Selznick,"Oakes Fegley,Julianne Moore,Michelle Williams",6.2,"Adventure,Drama,Mystery"
10395,The Killing of a Sacred Deer,2017,2017,Yorgos Lanthimos,"Yorgos Lanthimos,Efthymis Filippou","Barry G. Bernson,Herb Caillouet,Bill Camp",7.0,"Drama,Horror,Mystery"
10396,Thank You for Your Service,2017,2017,Jason Hall,"David Finkel,Jason Hall","Miles Teller,Beulah Koale,Joe Cole",6.6,"Biography,Drama,War"
10397,Suburbicon,2017,2017,George Clooney,"Joel Coen,Ethan Coen,George Clooney","Matt Damon,Julianne Moore,Oscar Isaac",5.7,"Comedy,Crime,Drama"
10398,Jigsaw,2017,2004,James Wan,"Leigh Whannell,James Wan","Cary Elwes,Leigh Whannell,Danny Glover",7.6,"Horror,Mystery,Thriller"
10399,Novitiate,2017,2017,Maggie Betts,Maggie Betts,"Melissa Leo,Lisa Stewart,Alyssa Brindley",6.7,Drama
10400,All I See Is You,2017,2016,Marc Forster,"Sean Conway,Marc Forster","Blake Lively,Jason Clarke,Ahna O'Reilly",5.4,Drama
10401,Amityville: The Awakening,2017,2017,Franck Khalfoun,Franck Khalfoun,"Jennifer Jason Leigh,Bella Thorne,Mckenna Grace",4.8,"Horror,Thriller"
10402,Thor: Ragnarok,2017,2017,Taika Waititi,"Eric Pearson,Craig Kyle,Christopher L. Yost","Chris Hemsworth,Tom Hiddleston,Cate Blanchett",7.9,"Action,Adventure,Comedy"
10403,A Bad Moms Christmas,2017,2017,"Jon Lucas,Scott Moore","Jon Lucas,Scott Moore","Mila Kunis,Kristen Bell,Kathryn Hahn",5.6,Comedy
10404,Last Flag Flying,2017,2017,Richard Linklater,"Richard Linklater,Darryl Ponicsan","Bryan Cranston,Laurence Fishburne,Steve Carell",6.9,"Comedy,Drama,War"
10405,Lady Bird,2017,2017,Greta Gerwig,Greta Gerwig,"Saoirse Ronan,Laurie Metcalf,Tracy Letts",7.4,"Comedy,Drama"
10406,Murder on the Orient Express,2017,1974,Sidney Lumet,"Paul Dehn,Agatha Christie,Anthony Shaffer","Albert Finney,Lauren Bacall,Ingrid Bergman",7.3,"Crime,Drama,Mystery"
10407,Daddy's Home 2,2017,2017,Sean Anders,"Sean Anders,John Morris,Brian Burns","Will Ferrell,Mark Wahlberg,Mel Gibson",6.0,Comedy
10408,LBJ,2017,,,,,,
10409,"Three Billboards Outside Ebbing, Missouri",2017,2017,Martin McDonagh,Martin McDonagh,"Frances McDormand,Woody Harrelson,Sam Rockwell",8.1,"Comedy,Crime,Drama"
10410,Mayhem,2017,2017,Joe Lynch,Matias Caruso,"Steven Yeun,Samara Weaving,Steven Brand",6.4,"Action,Comedy,Horror"
10411,Justice League,2017,2017,Zack Snyder,"Jerry Siegel,Joe Shuster,Chris Terrio","Ben Affleck,Gal Gadot,Jason Momoa",6.1,"Action,Adventure,Fantasy"
10412,The Star,2017,2017,Timothy Reckart,"Carlos Kotkin,Simon Moore","Steven Yeun,Keegan-Michael Key,Aidy Bryant",6.3,"Animation,Adventure,Comedy"
10413,Wonder,2017,2017,Stephen Chbosky,"Stephen Chbosky,Steve Conrad,Jack Thorne","Jacob Tremblay,Owen Wilson,Izabela Vidovic",8.0,"Drama,Family"
