,name,year,Length Of Movie (minute),idbm_year,gender_director,director_1,writer_1,writer_2,writer_3,star_1,star_2,star_3,genre_1,genre_2,genre_3,rating
946,"Next Stop, Greenwich Village",1976,111.0,1976,1,Paul Mazursky,Paul Mazursky,,,Lenny Baker,Shelley Winters,Ellen Greene,Comedy,Drama,,7.0
947,Nickelodeon,1976,121.0,1976,1,Peter Bogdanovich,W.D. Richter,Peter Bogdanovich,,Ryan O'Neal,Burt Reynolds,Tatum O'Neal,Comedy,,,6.3
948,"No Deposit, No Return",1976,112.0,1976,1,Norman Tokar,Arthur Alsberg,Don Nelson,Joseph L. McEveety,David Niven,Darren McGavin,Don Knotts,Comedy,Family,,6.5
949,Norman... Is That You?,1976,91.0,1976,1,George Schlatter,Ron Clark,Sam Bobrick,George Schlatter,Redd Foxx,Pearl Bailey,Dennis Dugan,Comedy,,,5.8
950,Obsession,1976,98.0,1976,1,Brian De Palma,Brian De Palma,Paul Schrader,,Cliff Robertson,Geneviève Bujold,John Lithgow,Drama,Mystery,Thriller,6.7
951,Ode to Billy Joe,1976,106.0,1976,1,Max Baer Jr.,Bobbie Gentry,Herman Raucher,,Robby Benson,Glynnis O'Connor,Joan Hotchkis,Drama,,,6.5
952,The Omen,1976,111.0,1976,1,Richard Donner,David Seltzer,,,Gregory Peck,Lee Remick,Harvey Stephens,Horror,Mystery,,7.5
953,One Summer Love,1976,98.0,1976,1,Gilbert Cates,N. Richard Nash,,,Beau Bridges,Susan Sarandon,James Noble,Drama,,,5.2
954,The Outlaw Josey Wales,1976,135.0,1976,1,Clint Eastwood,Forrest Carter,Philip Kaufman,Sonia Chernus,Clint Eastwood,Sondra Locke,Chief Dan George,Western,,,7.8
955,The Pink Panther Strikes Again,1976,103.0,1976,1,Blake Edwards,Frank Waldman,Blake Edwards,,Peter Sellers,Herbert Lom,Lesley-Anne Down,Comedy,Crime,,7.2
956,Pony Express Rider,1976,100.0,1976,1,Robert Totten,Dan Greer,Hal Harrison,Robert Totten,Stewart Petersen,Henry Wilcoxon,Buck Taylor,Western,,,5.2
957,The Premonition,1976,94.0,1975,1,Robert Allen Schnitzer,Anthony Mahon,Louis Pastore,Robert Allen Schnitzer,Sharon Farrell,Edward Michael Bell,Jeff Corey,Horror,Thriller,,5.3
958,The Return of a Man Called Horse,1976,129.0,1976,1,Irvin Kershner,Jack DeWitt,Dorothy M. Johnson,,Richard Harris,Gale Sondergaard,Geoffrey Lewis,Drama,Western,,6.1
959,Revenge of the Cheerleaders,1976,87.0,1976,1,Richard Lerner,Nathaniel Dorsky,Richard Lerner,Ted Greenwald,Jerii Woods,Cheryl Smith,Helen Lang,Comedy,Sport,,4.6
960,The Ritz,1976,91.0,1976,1,Richard Lester,Terrence McNally,,,Jack Weston,Rita Moreno,Jerry Stiller,Comedy,,,6.9
961,The River Niger,1976,105.0,1976,1,Krishna Shah,Joseph A. Walker,,,Cicely Tyson,James Earl Jones,Louis Gossett Jr.,Drama,,,6.1
962,Robin and Marian,1976,106.0,1976,1,Richard Lester,James Goldman,,,Sean Connery,Audrey Hepburn,Robert Shaw,Adventure,Drama,Romance,6.5
963,Rocky,1976,1.0,1976,1,John G. Avildsen,Sylvester Stallone,,,Sylvester Stallone,Talia Shire,Burt Young,Drama,Sport,,8.1
964,Scorchy,1976,99.0,1976,1,Howard Avedis,Howard Avedis,,,Connie Stevens,Cesare Danova,William Smith,Action,Crime,Drama,4.7
965,The Sell Out,1976,101.0,1976,1,Peter Collinson,Murray Smith,Jud Kinberg,,Oliver Reed,Richard Widmark,Gayle Hunnicutt,Action,Drama,Thriller,5.0
966,The Seven-Per-Cent Solution,1976,113.0,1976,1,Herbert Ross,Nicholas Meyer,Arthur Conan Doyle,,Alan Arkin,Vanessa Redgrave,Robert Duvall,Adventure,Crime,Drama,6.7
967,Shadow of the Hawk,1976,92.0,1976,1,George McCowan,Peter Jensen,Lynette Cahill,Norman Thaddeus Vane,Jan-Michael Vincent,Marilyn Hassett,Chief Dan George,Adventure,Horror,,5.8
968,The Shaggy D.A.,1976,91.0,1976,1,Robert Stevenson,Don Tait,Felix Salten,,Dean Jones,Suzanne Pleshette,Tim Conway,Comedy,Family,Fantasy,5.9
969,Shoot,1976,85.0,2009,1,Fruit Chan,Brian Cox,Hiroshi Takahashi,Hideo Nakata,Rachael Murphy,Eli Roth,Ben DiGregorio,Horror,,,3.1
970,The Shootist,1976,100.0,1976,1,Don Siegel,Glendon Swarthout,Miles Hood Swarthout,Scott Hale,John Wayne,Lauren Bacall,Ron Howard,Drama,Romance,Western,7.6
971,Shout at the Devil,1976,150.0,1976,1,Peter R. Hunt,Stanley Price,Alastair Reid,Wilbur Smith,Lee Marvin,Roger Moore,Barbara Parkins,Action,Adventure,Comedy,6.2
972,Silent Movie,1976,87.0,1976,1,Mel Brooks,Mel Brooks,Ron Clark,Rudy De Luca,Mel Brooks,Marty Feldman,Dom DeLuise,Comedy,,,6.7
973,Silver Streak,1976,114.0,1976,1,Arthur Hiller,Colin Higgins,,,Gene Wilder,Richard Pryor,Jill Clayburgh,Action,Comedy,Crime,6.9
974,Slumber Party '57,1976,89.0,1976,1,William A. Levey,Frank Farmer,William A. Levey,,Janet Wood,Noelle North,Debra Winger,Comedy,Drama,,4.2
975,A Small Town in Texas,1976,96.0,1976,1,Jack Starrett,William W. Norton,,,Timothy Bottoms,Susan George,Bo Hopkins,Action,Adventure,Crime,5.6
976,Sky Riders,1976,91.0,1976,1,Douglas Hickox,Jack DeWitt,Stanley Mann,Garry Michael White,James Coburn,Susannah York,Robert Culp,Action,Adventure,,6.0
977,Sparkle,1976,116.0,2012,1,Salim Akil,Mara Brock Akil,Joel Schumacher,Howard Rosenman,Jordin Sparks Thomas,Carmen Ejogo,Whitney Houston,Drama,Music,,5.7
978,Squirm,1976,92.0,1976,1,Jeff Lieberman,Jeff Lieberman,,,Don Scardino,Patricia Pearcy,R.A. Dow,Horror,,,4.8
979,A Star is Born,1976,136.0,2018,1,Bradley Cooper,Eric Roth,Bradley Cooper,Will Fetters,Lady Gaga,Bradley Cooper,Sam Elliott,Drama,Music,Romance,7.6
980,Stay Hungry,1976,94.0,1978,1,Terrence Malick,Terrence Malick,,,Richard Gere,Brooke Adams,Sam Shepard,Drama,Romance,,7.8
981,St. Ives,1976,94.0,1976,1,J. Lee Thompson,Ross Thomas,Barry Beckerman,,Charles Bronson,Jacqueline Bisset,John Houseman,Action,Crime,Drama,6.3
982,Swashbuckler,1976,101.0,1976,1,James Goldstone,Jeffrey Bloom,Paul Wheeler,,Robert Shaw,James Earl Jones,Peter Boyle,Action,Adventure,Comedy,6.0
983,Sweet Revenge,1976,109.0,2014,1,Nick Cassavetes,Melissa K. Stack,,,Cameron Diaz,Leslie Mann,Kate Upton,Comedy,Romance,,6.0
984,The Swiss Conspiracy,1976,89.0,1976,1,Jack Arnold,Norman Klenman,Horward Merrill,Philip Saltzman,David Janssen,Senta Berger,John Ireland,Action,Crime,Drama,4.9
985,Target of an Assassin,1976,105.0,1977,1,Peter Collinson,Jon Burmeister,Scot Finch,,Anthony Quinn,John Phillip Law,Simon Sabela,Thriller,,,4.9
986,Taxi Driver,1976,114.0,1976,1,Martin Scorsese,Paul Schrader,,,Robert De Niro,Jodie Foster,Cybill Shepherd,Crime,Drama,,8.2
987,The Town That Dreaded Sundown,1976,90.0,1976,1,Charles B. Pierce,Earl E. Smith,,,Ben Johnson,Andrew Prine,Dawn Wells,Crime,Drama,Horror,6.0
988,Tracks,1976,112.0,2013,1,John Curran,Marion Nelson,Robyn Davidson,,Mia Wasikowska,Adam Driver,Lily Pearl,Adventure,Biography,Drama,7.2
989,Treasure of Matecumbe,1976,117.0,1976,1,Vincent McEveety,Don Tait,Robert Lewis Taylor,,Robert Foxworth,Joan Hackett,Peter Ustinov,Adventure,Family,Western,6.2
990,Tunnel Vision,1976,70.0,1976,1,Neal Israel,Michael Mislove,Neal Israel,,Phil Proctor,Howard Hesseman,Beans Morocco,Comedy,,,5.1
991,Two-Minute Warning,1976,115.0,1976,1,Larry Peerce,George LaFountaine,Edward Hume,,Charlton Heston,John Cassavetes,Martin Balsam,Action,Crime,Drama,6.2
992,Up!,1976,80.0,1976,1,Russ Meyer,Russ Meyer,Anthony-James Ryan,Roger Ebert,Raven De La Croix,Robert McLane,Janet Wood,Comedy,Mystery,Thriller,5.9
993,Velvet Smooth,1976,93.0,1976,1,Michael Fink,Leonard Michaels,Jan Weber,,Johnnie Hill,Owen Watson,Emerson Boozer,Crime,Drama,Mystery,3.3
994,Vigilante Force,1976,89.0,1976,1,George Armitage,George Armitage,,,Kris Kristofferson,Jan-Michael Vincent,Victoria Principal,Action,Adventure,Crime,5.2
995,Voyage of the Damned,1976,155.0,1976,1,Stuart Rosenberg,Steve Shagan,David Butler,Gordon Thomas,Faye Dunaway,Oskar Werner,Lee Grant,Drama,War,,6.4
996,W.C. Fields and Me,1976,111.0,1976,1,Arthur Hiller,Bob Merrill,Carlotta Monti,Cy Rice,Rod Steiger,Valerie Perrine,John Marley,Biography,Drama,,6.0
997,Welcome to L.A.,1976,106.0,1976,1,Alan Rudolph,Alan Rudolph,,,Keith Carradine,Sally Kellerman,Geraldine Chaplin,Drama,Music,Romance,6.0
998,The Winds of Autumn,1976,100.0,1976,1,Charles B. Pierce,Earl E. Smith,Charles B. Pierce,,Jack Elam,Jeanette Nolan,Andrew Prine,Action,Adventure,Western,6.2
999,The Witch Who Came from the Sea,1976,83.0,1976,1,Matt Cimber,Robert Thom,,,Millie Perkins,Lonny Chapman,Vanessa Brown,Drama,Horror,Thriller,5.7
1000,"Won Ton Ton, the Dog Who Saved Hollywood",1976,92.0,1976,1,Michael Winner,Arnold Schulman,Cy Howard,Jane Wagner,Dennis Morgan,Shecky Greene,Phil Leeds,Comedy,,,4.8
1001,The Bette Midler Show,1976,1.0,,1,Tom Trbovich,Jerry Blatt,Bruce Vilanch,,Bette Midler,Charlotte Crossley,The Harlettes,Comedy,Music,,8.8
1002,The Memory of Justice,1976,278.0,1976,1,Marcel Ophüls,Marcel Ophüls,,,Yehudi Menuhin,Noël Favrelières,Anthony Herbert,Documentary,War,,8.5
1003,The Song Remains the Same,1976,137.0,1976,1,Peter Clifton,Peter Clifton,,,Robert Plant,Jimmy Page,John Paul Jones,Documentary,Music,,7.7
1004,"That's Entertainment, Part II",1976,133.0,1976,1,Gene Kelly,Leonard Gershe,,,Fred Astaire,Gene Kelly,Judy Garland,Documentary,Family,Musical,7.4
1005,1900,1977,317.0,1976,1,Bernardo Bertolucci,Franco Arcalli,Giuseppe Bertolucci,Bernardo Bertolucci,Robert De Niro,Gérard Depardieu,Dominique Sanda,Drama,History,,7.7
1006,3 Women,1977,124.0,1977,1,Robert Altman,Robert Altman,Patricia Resnick,,Shelley Duvall,Sissy Spacek,Janice Rule,Drama,Mystery,Thriller,7.8
1007,Airport '77,1977,114.0,1977,1,Jerry Jameson,Arthur Hailey,Michael Scheff,David Spector,Jack Lemmon,Lee Grant,Joseph Cotten,Action,Drama,Thriller,5.7
1008,Andy Warhol's Bad,1977,105.0,1977,1,Jed Johnson,Pat Hackett,George Abagnalo,,Cyrinda Foxe,Matthew Anton,Cathy Roskam,Comedy,Crime,Horror,6.1
1009,Annie Hall,1977,93.0,1977,1,Woody Allen,Woody Allen,Marshall Brickman,,Woody Allen,Diane Keaton,Tony Roberts,Comedy,Romance,,8.0
1010,Audrey Rose,1977,113.0,1977,1,Robert Wise,Frank De Felitta,,,Anthony Hopkins,Marsha Mason,John Beck,Drama,Fantasy,Horror,5.8
1011,Bad Georgia Road,1977,86.0,1977,1,John C. Broderick,John C. Broderick,Jeffrey Bernini,,Gary Lockwood,Carol Lynley,Royal Dano,Action,Comedy,,5.0
1012,The Bad News Bears in Breaking Training,1977,100.0,1977,1,Michael Pressman,Paul Brickman,Bill Lancaster,,William Devane,Jackie Earle Haley,Clifton James,Comedy,Family,Sport,5.6
1013,Bare Knuckles,1977,90.0,2010,1,Eric Etebari,Robert Redlin,,,Jeanette Roxborough,Martin Kove,Chris Mulkey,Action,Drama,,4.0
1014,Between the Lines,1977,101.0,1977,0,Joan Micklin Silver,Fred Barron,David Helpern,,John Heard,Lindsay Crouse,Jeff Goldblum,Comedy,Drama,Romance,6.7
1015,Beyond Reason,1977,88.0,1985,1,Telly Savalas,Telly Savalas,,,Telly Savalas,Laura Johnson,Diana Muldaur,Drama,,,4.6
1016,The Billion Dollar Hobo,1977,96.0,1977,1,Stuart E. McGowan,Stuart E. McGowan,Roger Beatty,Tim Conway,Tim Conway,Al Stellone,Ellen Gerstein,Comedy,Family,,4.4
1017,Billy Jack Goes to Washington,1977,155.0,1977,1,Tom Laughlin,Tom Laughlin,Delores Taylor,Sidney Buchman,Tom Laughlin,Delores Taylor,E.G. Marshall,Drama,Thriller,,4.5
1018,Black Oak Conspiracy,1977,92.0,1977,1,Bob Kelljan,Hugh Smith,Jesse Vint,,Jesse Vint,Karen Carlson,Albert Salmi,Action,Drama,,5.7
1019,Black Sunday,1977,143.0,1977,1,John Frankenheimer,Thomas Harris,Ernest Lehman,Kenneth Ross,Robert Shaw,Bruce Dern,Marthe Keller,Adventure,Crime,Drama,6.8
1020,Bobby Deerfield,1977,124.0,1977,1,Sydney Pollack,Alvin Sargent,Erich Maria Remarque,,Al Pacino,Marthe Keller,Anny Duperey,Drama,Romance,,5.9
1021,Breaker! Breaker!,1977,86.0,1977,1,Don Hulette,Terry Chambers,,,Chuck Norris,George Murdock,Terry O'Connor,Action,Adventure,Crime,4.3
1022,A Bridge Too Far,1977,175.0,1977,1,Richard Attenborough,Cornelius Ryan,William Goldman,,Sean Connery,Ryan O'Neal,Michael Caine,Drama,History,War,7.4
1023,Brothers,1977,105.0,2009,1,Jim Sheridan,David Benioff,Susanne Bier,Anders Thomas Jensen,Jake Gyllenhaal,Natalie Portman,Tobey Maguire,Drama,Thriller,War,7.1
1024,Candleshoe,1977,101.0,1977,1,Norman Tokar,David Swift,Rosemary Anne Sisson,Michael Innes,Jodie Foster,David Niven,Helen Hayes,Adventure,Comedy,Drama,6.8
1025,The Car,1977,96.0,1977,1,Elliot Silverstein,Dennis Shryack,Michael Butler,Lane Slate,James Brolin,Kathleen Lloyd,John Marley,Action,Horror,Mystery,6.2
1026,Checkered Flag or Crash,1977,95.0,1977,1,Alan Gibson,Michael Allin,,,Joe Don Baker,Susan Sarandon,Larry Hagman,Adventure,Comedy,,4.6
1027,The Chicken Chronicles,1977,95.0,1977,1,Frank Simon,Paul Diamond,,,Phil Silvers,Ed Lauter,Steve Guttenberg,Comedy,,,5.3
1028,The Choirboys,1977,119.0,1977,1,Robert Aldrich,Joseph Wambaugh,Christopher Knopf,,Charles Durning,Louis Gossett Jr.,Perry King,Comedy,Crime,Drama,5.7
1029,Cinderella,1977,113.0,2021,0,Kay Cannon,Kay Cannon,,,Camila Cabello,Billy Porter,Nicholas Galitzine,Comedy,Family,Fantasy,4.2
1030,Close Encounters of the Third Kind,1977,138.0,1977,1,Steven Spielberg,Steven Spielberg,Hal Barwood,Jerry Belson,Richard Dreyfuss,François Truffaut,Teri Garr,Drama,Sci-Fi,,7.6
1031,Crossed Swords,1977,108.0,1977,1,Richard Fleischer,Berta Domínguez D.,Pierre Spengler,Mark Twain,Oliver Reed,Raquel Welch,Mark Lester,Adventure,Comedy,Drama,6.3
1032,Damnation Alley,1977,91.0,1977,1,Jack Smight,Roger Zelazny,Alan Sharp,Lukas Heller,Jan-Michael Vincent,George Peppard,Dominique Sanda,Sci-Fi,,,5.3
1033,Day of the Animals,1977,97.0,1977,1,William Girdler,William W. Norton,Eleanor E. Norton,Edward L. Montoro,Christopher George,Leslie Nielsen,Lynda Day George,Horror,Sci-Fi,Thriller,5.3
1034,Death Bed: The Bed That Eats,1977,78.0,1977,1,George Barry,George Barry,,,Demene Hall,William Russ,Julie Ritter,Horror,,,4.3
1035,Demon Seed,1977,94.0,1977,1,Donald Cammell,Dean R. Koontz,Robert Jaffe,Roger O. Hirson,Julie Christie,Fritz Weaver,Gerrit Graham,Horror,Sci-Fi,,6.3
1036,Desperate Living,1977,90.0,1977,1,John Waters,John Waters,,,Liz Renay,Mink Stole,Susan Lowe,Comedy,Crime,Fantasy,7.1
1037,The Domino Principle,1977,100.0,1977,1,Stanley Kramer,Adam Kennedy,,,Gene Hackman,Candice Bergen,Richard Widmark,Drama,Thriller,,5.7
1038,Eaten Alive,1977,92.0,1980,1,Umberto Lenzi,Umberto Lenzi,,,Robert Kerman,Janet Agren,Ivan Rassimov,Adventure,Horror,,5.2
1039,Empire of the Ants,1977,89.0,1977,1,Bert I. Gordon,H.G. Wells,Jack Turley,Bert I. Gordon,Joan Collins,Robert Lansing,John David Carson,Adventure,Horror,Sci-Fi,4.3
1040,Equus,1977,137.0,1977,1,Sidney Lumet,Peter Shaffer,,,Richard Burton,Peter Firth,Colin Blakely,Drama,Mystery,,7.2
1041,Eraserhead,1977,89.0,1977,1,David Lynch,David Lynch,,,Jack Nance,Charlotte Stewart,Allen Joseph,Fantasy,Horror,,7.4
1042,Exorcist II: The Heretic,1977,117.0,1977,1,John Boorman,William Goodhart,William Peter Blatty,Rospo Pallenberg,Richard Burton,Linda Blair,Louise Fletcher,Horror,,,3.8
1043,The Farmer,1977,97.0,1977,1,David Berlatsky,John Carmody,Janice Eymann,George Fargo,Gary Conway,Angel Tompkins,Michael Dante,Action,Drama,,6.1
1044,Fellini's Casanova,1977,155.0,1976,1,Federico Fellini,Giacomo Casanova,Federico Fellini,Bernardino Zapponi,Donald Sutherland,Tina Aumont,Cicely Browne,Biography,Drama,History,7.1
1045,Fight for Your Life,1977,82.0,1977,1,Robert A. Endelson,Straw Weisman,,,Robert Judd,Catherine Peppers,Lela Small,Crime,Drama,Thriller,6.4
1046,Fire Sale,1977,88.0,1977,1,Alan Arkin,Robert Klane,,,Alan Arkin,Rob Reiner,Vincent Gardenia,Comedy,,,5.4
1047,First Love,1977,108.0,2019,1,Takashi Miike,Masa Nakamura,,,Becky,Bengal,Masayuki Deai,Action,Comedy,Crime,6.8
1048,For the Love of Benji,1977,85.0,1977,1,Joe Camp,Joe Camp,Ben Vaughn,Erwin Hearne,Patsy Garrett,Benjean,Art Vasil,Adventure,Comedy,Drama,6.0
1049,Fraternity Row,1977,100.0,1977,1,Thomas J. Tobin,Charles Gary Allison,,,Angela Aber,Scott Brown,Colleen Casey,Drama,,,6.2
1050,Fun with Dick and Jane,1977,90.0,2005,1,Dean Parisot,Judd Apatow,Nicholas Stoller,Gerald Gaiser,Jim Carrey,Téa Leoni,Alec Baldwin,Comedy,Crime,,6.2
1051,The Gauntlet,1977,109.0,1977,1,Clint Eastwood,Michael Butler,Dennis Shryack,,Clint Eastwood,Sondra Locke,Pat Hingle,Action,Crime,Thriller,6.4
1052,The Goodbye Girl,1977,111.0,1977,1,Herbert Ross,Neil Simon,,,Richard Dreyfuss,Marsha Mason,Quinn Cummings,Comedy,Drama,Romance,7.4
1053,Grand Theft Auto,1977,90.0,,1,Owen Harris,James Wood,,,Daniel Radcliffe,Bill Paxton,Joe Dempsie,Biography,Drama,,6.3
1054,Grayeagle,1977,104.0,1977,1,Charles B. Pierce,Brad White,Michael O. Sajbel,Charles B. Pierce,Ben Johnson,Iron Eyes Cody,Lana Wood,Adventure,Drama,Romance,5.6
1055,Greased Lightning,1977,96.0,1977,1,Michael Schultz,Kenneth Vose,Lawrence DuKore,Melvin Van Peebles,Richard Pryor,Beau Bridges,Pam Grier,Action,Biography,Comedy,6.3
1056,The Great Smokey Roadblock,1977,104.0,1977,1,John Leone,John Leone,,,Henry Fonda,Eileen Brennan,Austin Pendleton,Comedy,Drama,,5.0
1057,The Happy Hooker Goes to Washington,1977,89.0,1977,1,William A. Levey,Robert Kaufman,Barney Cohen,,Joey Heatherton,George Hamilton,Ray Walston,Comedy,,,3.3
1058,Herbie Goes to Monte Carlo,1977,105.0,1977,1,Vincent McEveety,Arthur Alsberg,Don Nelson,Gordon Buford,Dean Jones,Don Knotts,Julie Sommars,Action,Adventure,Comedy,5.7
1059,High Anxiety,1977,94.0,1977,1,Mel Brooks,Mel Brooks,Ron Clark,Rudy De Luca,Mel Brooks,Madeline Kahn,Cloris Leachman,Comedy,Mystery,Thriller,6.7
1060,The Hills Have Eyes,1977,107.0,2006,1,Alexandre Aja,Wes Craven,Alexandre Aja,Grégory Levasseur,Ted Levine,Kathleen Quinlan,Dan Byrd,Horror,Thriller,,6.4
1061,I Never Promised You a Rose Garden,1977,96.0,1977,1,Anthony Page,Joanne Greenberg,Gavin Lambert,Lewis John Carlino,Bibi Andersson,Kathleen Quinlan,Ben Piazza,Drama,Fantasy,,6.5
1062,The Incredible Melting Man,1977,84.0,1977,1,William Sachs,William Sachs,,,Alex Rebar,Burr DeBenning,Myron Healey,Horror,Sci-Fi,,4.2
1063,The Island of Dr. Moreau,1977,96.0,1996,1,John Frankenheimer,H.G. Wells,Richard Stanley,Ron Hutchinson,David Thewlis,Marlon Brando,Val Kilmer,Horror,Sci-Fi,Thriller,4.6
1064,Islands in the Stream,1977,104.0,1977,1,Franklin J. Schaffner,Ernest Hemingway,Denne Bart Petitclerc,,George C. Scott,David Hemmings,Gilbert Roland,Drama,,,6.5
1065,Joyride,1977,97.0,2001,1,John Dahl,Clay Tarver,J.J. Abrams,,Steve Zahn,Paul Walker,Leelee Sobieski,Action,Mystery,Thriller,6.6
1066,The Kentucky Fried Movie,1977,83.0,1977,1,John Landis,David Zucker,Jim Abrahams,Jerry Zucker,Evan C. Kim,Bong Soo Han,Bill Bixby,Comedy,,,6.5
1067,Kingdom of the Spiders,1977,97.0,1977,1,John 'Bud' Cardos,Richard Robinson,Alan Caillou,Jeffrey M. Sneller,William Shatner,Tiffany Bolling,Woody Strode,Horror,Sci-Fi,,5.8
1068,The Last Remake of Beau Geste,1977,85.0,1977,1,Marty Feldman,Marty Feldman,Chris Allen,Sam Bobrick,Marty Feldman,Ann-Margret,Michael York,Adventure,Comedy,War,6.1
1069,A Little Night Music,1977,124.0,1977,1,Harold Prince,Ingmar Bergman,Hugh Wheeler,,Elizabeth Taylor,Diana Rigg,Len Cariou,Comedy,Musical,Romance,5.6
1070,Looking for Mr. Goodbar,1977,136.0,1977,1,Richard Brooks,Judith Rossner,Richard Brooks,,Diane Keaton,Richard Gere,Tuesday Weld,Drama,,,6.7
1071,MacArthur,1977,130.0,1977,1,Joseph Sargent,Hal Barwood,Matthew Robbins,,Gregory Peck,Dan O'Herlihy,Ed Flanders,Biography,Drama,History,6.6
1072,The Many Adventures of Winnie the Pooh,1977,74.0,1977,1,John Lounsbery,A.A. Milne,Larry Clemmons,Ralph Wright,Sebastian Cabot,Junius Matthews,Barbara Luddy,Animation,Adventure,Comedy,7.6
1073,Moonshine County Express,1977,95.0,1977,1,Gus Trikonis,Hugh Smith,Daniel Ansley,,John Saxon,Susan Howard,William Conrad,Action,Comedy,Crime,5.8
1074,The Mouse and His Child,1977,83.0,1977,1,Charles Swenson,Russell Hoban,Carol Monpere,,Peter Ustinov,Cloris Leachman,Sally Kellerman,Animation,Adventure,Drama,6.9
1075,Mr. Billion,1977,89.0,1977,1,Jonathan Kaplan,Ken Friedman,Jonathan Kaplan,,Terence Hill,Valerie Perrine,Jackie Gleason,Action,Comedy,Family,5.5
1076,"New York, New York",1977,155.0,1977,1,Martin Scorsese,Earl Mac Rauch,Mardik Martin,,Liza Minnelli,Robert De Niro,Lionel Stander,Drama,Music,Musical,6.6
1077,"Oh, God!",1977,98.0,1977,1,Carl Reiner,Larry Gelbart,Avery Corman,,John Denver,George Burns,Teri Garr,Comedy,Fantasy,,6.6
1078,Opening Night,1977,144.0,1977,1,John Cassavetes,John Cassavetes,,,Gena Rowlands,John Cassavetes,Ben Gazzara,Drama,,,8.0
1079,The Other Side of Midnight,1977,165.0,1977,1,Charles Jarrott,Sidney Sheldon,Herman Raucher,Daniel Taradash,Marie-France Pisier,John Beck,Susan Sarandon,Drama,Romance,Thriller,6.1
1080,Outlaw Blues,1977,100.0,1977,1,Richard T. Heffron,Bill Norton,,,Peter Fonda,Susan Saint James,John Crawford,Action,Comedy,Drama,6.0
1081,The People That Time Forgot,1977,91.0,1977,1,Kevin Connor,Edgar Rice Burroughs,Patrick Tilley,,Patrick Wayne,Doug McClure,Sarah Douglas,Adventure,Sci-Fi,,5.4
1082,Pete's Dragon,1977,102.0,2016,1,David Lowery,David Lowery,Toby Halbrooks,Malcolm Marmorstein,Bryce Dallas Howard,Robert Redford,Oakes Fegley,Action,Adventure,Comedy,6.7
1083,A Piece of the Action,1977,135.0,1977,1,Sidney Poitier,Charles Blackwell,Timothy March,,Sidney Poitier,Bill Cosby,James Earl Jones,Crime,Comedy,,6.5
1084,Pine Canyon is Burning,1977,73.0,,1,Christian I. Nyby II,Robert A. Cinader,,,Kent McCord,Megan McCord,Shane Sinutko,Drama,,,6.7
1085,Planet of Dinosaurs,1977,84.0,1977,1,James K. Shea,Ralph Lucas,Jim Aupperle,,Mary Appleseth,Harvey Shain,Derna Wylde,Sci-Fi,Drama,,4.0
1086,Portrait of a Hitman,1977,86.0,1979,1,Allan A. Buckhantz,Yabo Yablonsky,,,Jack Palance,Rod Steiger,Bo Svenson,Drama,Action,,4.3
1087,The Private Files of J. Edgar Hoover,1977,112.0,1977,1,Larry Cohen,Larry Cohen,,,Broderick Crawford,James Wainwright,Michael Parks,Biography,Drama,,6.1
1088,Pumping Iron,1977,86.0,1977,1,George Butler,Charles Gaines,George Butler,,Arnold Schwarzenegger,Lou Ferrigno,Matty Ferrigno,Documentary,Sport,,7.4
1089,Rabid,1977,91.0,1977,1,David Cronenberg,David Cronenberg,,,Marilyn Chambers,Frank Moore,Joe Silver,Horror,Sci-Fi,,6.3
1090,"Race for Your Life, Charlie Brown",1977,76.0,1977,1,Bill Melendez,Charles M. Schulz,,,Duncan Watson,Greg Felton,Stuart Brotman,Animation,Adventure,Comedy,7.3
1091,Raggedy Ann & Andy: A Musical Adventure,1977,84.0,1977,1,Richard Williams,Johnny Gruelle,Patricia Thackray,Max Wilk,Claire Williams,Didi Conn,Mark Baker,Animation,Comedy,Family,6.7
1092,The Ransom,1977,143.0,1963,1,Akira Kurosawa,Hideo Oguni,Ryûzô Kikushima,Eijirô Hisaita,Toshirô Mifune,Yutaka Sada,Tatsuya Nakadai,Crime,Drama,Mystery,8.4
1093,The Rescuers,1977,78.0,1977,1,John Lounsbery,Margery Sharp,Larry Clemmons,Ken Anderson,Bob Newhart,Eva Gabor,Geraldine Page,Animation,Adventure,Comedy,6.9
